################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  6.9525301746919839E+00 a       121     0     5     1     1
 -1.0449909507513878E+01 a       122     0     5     1     2
  1.4216015816253236E+01 a       123     0     5     1     3
 -3.4290930120790662E+01 a       124     0     5     1     4
 -1.2601626060717217E+00 a       125     0     5     1     5
  6.7655090784113545E+00 a       126     0     5     1     6
  4.5780272512087050E+00 a       127     0     5     1     7
 -1.8712981509729403E+01 a       128     0     5     1     8
  7.7254051923297231E+00 a       129     0     5     1     9
 -1.3831656908875857E+01 a       130     0     5     1    10
 -6.3117266832434806E+00 a       131     0     5     1    11
  1.6623772503578149E+01 a       132     0     5     1    12
  8.6180509396336848E+00 a       133     0     5     1    13
 -1.6385883915940841E+01 a       134     0     5     1    14
 -1.0969041850217659E+01 a       135     0     5     1    15
  1.8953734548380741E+01 a       136     0     5     1    16
 -6.1543110973804849E+00 a       137     0     5     1    17
  2.7873385753793830E+01 a       138     0     5     1    18
  2.8241857746389439E+01 a       139     0     5     1    19
  2.4420775019448424E+01 a       140     0     5     1    20
  6.7394328448623213E+00 a       141     0     5     1    21
 -3.6430648815314363E+01 a       142     0     5     1    22
 -1.0383832605140426E+00 a       143     0     5     1    23
  1.5467137228984205E+01 a       144     0     5     1    24
  7.7937265564818825E-01 a       145     0     5     1    25
 -2.5231659256952483E+01 a       146     0     5     1    26
 -5.0205286633267194E+00 a       147     0     5     1    27
  2.1734788370554028E+01 a       148     0     5     1    28
  1.5805672511777633E-01 a       149     0     5     1    29
  1.0510041313404367E+01 a       150     0     5     1    30
  1.8535831895872043E+01 a       151     0     6     1     1
  7.0585698582463829E-01 a       152     0     6     1     2
  2.5531077948264502E+00 a       153     0     6     1     3
 -1.9319342437282032E+00 a       154     0     6     1     4
  1.1535099558424269E+00 a       155     0     6     1     5
 -6.3664250296018199E-01 a       156     0     6     1     6
  2.6012530592131861E-01 a       157     0     6     1     7
 -7.8039935333087413E+00 a       158     0     6     1     8
 -9.6212256580991866E+00 a       159     0     6     1     9
  2.7784874819871557E+00 a       160     0     6     1    10
  2.5009340088721718E+01 a       161     0     6     1    11
 -2.5262723785867349E+00 a       162     0     6     1    12
  7.8386430163382963E+00 a       163     0     6     1    13
 -6.0337707178319433E-01 a       164     0     6     1    14
 -5.6152980123142076E+00 a       165     0     6     1    15
  5.2321126741595796E+00 a       166     0     6     1    16
 -1.3153426327128279E+00 a       167     0     6     1    17
  1.1094903414312380E+01 a       168     0     6     1    18
  3.9708115147377367E+00 a       169     0     6     1    19
 -2.0581532881849873E+00 a       170     0     6     1    20
  5.7782866598041567E+00 a       171     0     6     1    21
 -1.8779629087077130E+00 a       172     0     6     1    22
 -7.9944797458797980E+00 a       173     0     6     1    23
 -3.3828438599094266E+00 a       174     0     6     1    24
  3.2636336674765487E+00 a       175     0     6     1    25
  4.5928584492708124E-01 a       176     0     6     1    26
  1.2620147755983131E+00 a       177     0     6     1    27
  7.1172727938269009E+00 a       178     0     6     1    28
  3.6972802285923140E-01 a       179     0     6     1    29
 -5.5132274709765650E+00 a       180     0     6     1    30
  1.2068122343205008E+01 a       181     0     7     1     1
 -1.4374103755979681E+00 a       182     0     7     1     2
 -1.0177349149156786E+01 a       183     0     7     1     3
  3.4632182990198146E+01 a       184     0     7     1     4
 -5.3313420311747262E+00 a       185     0     7     1     5
  4.7143536936530364E+00 a       186     0     7     1     6
 -2.4037545695468260E+01 a       187     0     7     1     7
  2.2811387962803000E+01 a       188     0     7     1     8
  4.9438983894392781E+00 a       189     0     7     1     9
  3.0451473922012539E+01 a       190     0     7     1    10
  1.4295983573719238E+00 a       191     0     7     1    11
  7.0498526761380722E+00 a       192     0     7     1    12
 -5.6840548723285620E+00 a       193     0     7     1    13
  1.5230774674903051E+01 a       194     0     7     1    14
  8.8859338118437883E+00 a       195     0     7     1    15
  1.3019587421207515E+00 a       196     0     7     1    16
  1.2874039606642338E+01 a       197     0     7     1    17
 -1.1688022059714912E+01 a       198     0     7     1    18
 -6.2352735253125031E+00 a       199     0     7     1    19
 -3.0409008685683641E+00 a       200     0     7     1    20
  1.1098064541241383E+01 a       201     0     7     1    21
  2.2760871250375107E+01 a       202     0     7     1    22
  3.2047525397658307E+00 a       203     0     7     1    23
 -3.8343742743373951E+01 a       204     0     7     1    24
 -1.1646520455637409E+01 a       205     0     7     1    25
  1.6118103214972326E+01 a       206     0     7     1    26
  1.4179777301928882E+01 a       207     0     7     1    27
 -1.3112386624330743E+01 a       208     0     7     1    28
 -2.6414576834030195E+00 a       209     0     7     1    29
 -7.5627031904304616E+00 a       210     0     7     1    30
  2.1591671248032554E+01 a       211     0     8     1     1
 -4.2561501222508769E+00 a       212     0     8     1     2
 -1.1716702176245193E+00 a       213     0     8     1     3
  3.6282863680372387E+01 a       214     0     8     1     4
 -4.4130462901618230E+00 a       215     0     8     1     5
 -1.4513381109978006E+01 a       216     0     8     1     6
  2.7719333709674125E+00 a       217     0     8     1     7
  1.8603086636688211E+00 a       218     0     8     1     8
 -4.0961341561630222E+00 a       219     0     8     1     9
  2.2540057262192672E+01 a       220     0     8     1    10
  2.1850505151243059E+01 a       221     0     8     1    11
 -3.9520733606576641E-01 a       222     0     8     1    12
  5.1063143043265402E-01 a       223     0     8     1    13
  9.9222921705350302E+00 a       224     0     8     1    14
  7.2530146720486446E+00 a       225     0     8     1    15
 -5.9113244302630568E+00 a       226     0     8     1    16
  1.7965946134911825E+01 a       227     0     8     1    17
  2.3384176816445805E+01 a       228     0     8     1    18
  7.2923630730321305E+00 a       229     0     8     1    19
 -2.6417252118609039E+01 a       230     0     8     1    20
  7.7140099207310442E+00 a       231     0     8     1    21
  1.0070390004433877E+01 a       232     0     8     1    22
 -1.9226359112307872E+01 a       233     0     8     1    23
 -3.4084603461636291E+01 a       234     0     8     1    24
  7.1417197720860770E+00 a       235     0     8     1    25
  8.3413860004652154E+00 a       236     0     8     1    26
  1.7823816417291738E+01 a       237     0     8     1    27
  6.1344074153371615E+00 a       238     0     8     1    28
 -3.6175024832088409E+00 a       239     0     8     1    29
 -1.1989279720276979E+01 a       240     0     8     1    30
 -1.4108844369501293E+01 a       241     0     9     1     1
  1.6463319298875849E+00 a       242     0     9     1     2
 -2.5524399054429816E+00 a       243     0     9     1     3
  2.4072524178201364E+00 a       244     0     9     1     4
  3.0910104008793398E+00 a       245     0     9     1     5
 -9.9257990326340928E-01 a       246     0     9     1     6
  1.7495711692178653E+00 a       247     0     9     1     7
  4.0488809845633025E+00 a       248     0     9     1     8
  8.3978600582411286E-02 a       249     0     9     1     9
 -2.6087412664785177E+00 a       250     0     9     1    10
 -1.5335913754141790E+01 a       251     0     9     1    11
 -1.2819125719936801E+00 a       252     0     9     1    12
  3.1360762666143507E+00 a       253     0     9     1    13
 -2.6894159311412871E+00 a       254     0     9     1    14
 -1.7004143638406799E+00 a       255     0     9     1    15
  4.3148345091197120E+00 a       256     0     9     1    16
 -5.3477971375811970E+00 a       257     0     9     1    17
  5.6625790354741545E-01 a       258     0     9     1    18
  7.3264964887537609E-01 a       259     0     9     1    19
  1.4206428004067311E+01 a       260     0     9     1    20
  1.1340934132587448E+00 a       261     0     9     1    21
 -2.5343720576958120E+00 a       262     0     9     1    22
  1.1037969486242141E+00 a       263     0     9     1    23
  9.3236012051461685E+00 a       264     0     9     1    24
 -1.4446388220553921E+00 a       265     0     9     1    25
 -4.1783552667435488E+00 a       266     0     9     1    26
 -3.8453560535584477E+00 a       267     0     9     1    27
  4.8178229459012663E+00 a       268     0     9     1    28
  1.1379652323807432E+00 a       269     0     9     1    29
  3.7532763209886437E+00 a       270     0     9     1    30
  2.8664074242721109E+00 a       271     0    10     1     1
 -3.2505085847734894E-01 a       272     0    10     1     2
  7.1945274098250900E-01 a       273     0    10     1     3
 -1.1606288827054063E+00 a       274     0    10     1     4
 -4.1976588472316340E-01 a       275     0    10     1     5
 -7.9795356168079368E-02 a       276     0    10     1     6
  4.6170429750815184E-01 a       277     0    10     1     7
 -1.5191255790511675E+00 a       278     0    10     1     8
 -3.0079669931907771E-01 a       279     0    10     1     9
 -2.8367249296269703E-01 a       280     0    10     1    10
  3.4971316826399739E+00 a       281     0    10     1    11
 -8.5608887162628308E-02 a       282     0    10     1    12
 -7.3160669463487848E-01 a       283     0    10     1    13
  3.9127151920750197E-01 a       284     0    10     1    14
  3.3632572795456478E-01 a       285     0    10     1    15
 -1.5201971047250245E+00 a       286     0    10     1    16
  7.6756911948063056E-01 a       287     0    10     1    17
  4.3306877257900667E-02 a       288     0    10     1    18
 -1.8004478324226219E-03 a       289     0    10     1    19
 -3.5445082461450990E+00 a       290     0    10     1    20
 -8.0303869660403027E-01 a       291     0    10     1    21
  2.6350770317912425E-01 a       292     0    10     1    22
 -5.5732264752367378E-01 a       293     0    10     1    23
 -1.2339291787111424E+00 a       294     0    10     1    24
  8.5663401186036547E-01 a       295     0    10     1    25
  6.6175301871292547E-01 a       296     0    10     1    26
  5.5407764968777196E-01 a       297     0    10     1    27
 -5.4457639306017269E-01 a       298     0    10     1    28
 -2.6458003857368628E-01 a       299     0    10     1    29
 -7.8291457267423559E-01 a       300     0    10     1    30
  3.4991504439833037E+00 a       301     0    11     1     1
 -2.2531602672653142E+00 a       302     0    11     1     2
 -7.4837349502349602E+00 a       303     0    11     1     3
  3.8213537352428446E+01 a       304     0    11     1     4
 -3.4647929445478107E+00 a       305     0    11     1     5
 -1.6997559653065576E+01 a       306     0    11     1     6
  8.7007096828919526E+00 a       307     0    11     1     7
  1.7484608807051518E+00 a       308     0    11     1     8
 -1.0388353468218126E+01 a       309     0    11     1     9
  1.7846212738477330E+01 a       310     0    11     1    10
  7.6538909972450693E+00 a       311     0    11     1    11
 -1.2775687717140046E+01 a       312     0    11     1    12
 -3.2586852798665173E+00 a       313     0    11     1    13
  1.1005879839588125E+01 a       314     0    11     1    14
  1.3719474580018924E+01 a       315     0    11     1    15
 -2.2157519871981723E+01 a       316     0    11     1    16
  1.4728398779982713E+01 a       317     0    11     1    17
  1.1615994594838844E+01 a       318     0    11     1    18
 -2.4948489786660386E+00 a       319     0    11     1    19
 -3.7343924223265034E+01 a       320     0    11     1    20
 -2.9657988964489541E+00 a       321     0    11     1    21
  2.0293326613038285E+01 a       322     0    11     1    22
 -2.1630740009744454E+01 a       323     0    11     1    23
 -3.1265017348554480E+01 a       324     0    11     1    24
  1.5493104605694988E+01 a       325     0    11     1    25
  1.7408602846455516E+01 a       326     0    11     1    26
  1.6891864638993123E+01 a       327     0    11     1    27
  1.5118908390585466E+00 a       328     0    11     1    28
 -4.0782209508040115E+00 a       329     0    11     1    29
 -1.5084194879859737E+01 a       330     0    11     1    30
  7.8212821907496899E+00 a       331     0    12     1     1
 -6.7318856547995776E-01 a       332     0    12     1     2
  1.4870092370205505E+00 a       333     0    12     1     3
  3.7777290088481008E+00 a       334     0    12     1     4
 -9.1116286923273571E-01 a       335     0    12     1     5
 -5.6550889637635837E+00 a       336     0    12     1     6
  1.0765303314449618E+01 a       337     0    12     1     7
 -9.4680330859359927E+00 a       338     0    12     1     8
 -4.9924507020008599E+00 a       339     0    12     1     9
 -1.1871852699098289E+00 a       340     0    12     1    10
  1.6888558196219215E+01 a       341     0    12     1    11
 -7.6469679783717952E+00 a       342     0    12     1    12
 -3.3335160607525154E+00 a       343     0    12     1    13
  2.0520393754528206E+00 a       344     0    12     1    14
  4.5848949336660247E+00 a       345     0    12     1    15
 -1.5257272835774813E+01 a       346     0    12     1    16
  2.1096335731085691E+00 a       347     0    12     1    17
  4.4686928967754538E+00 a       348     0    12     1    18
 -2.0553094684410982E+00 a       349     0    12     1    19
 -2.8903045673509919E+01 a       350     0    12     1    20
 -8.4648687735000596E+00 a       351     0    12     1    21
  3.7175780793359738E+00 a       352     0    12     1    22
 -9.3883678236739669E+00 a       353     0    12     1    23
 -5.5031214101575312E+00 a       354     0    12     1    24
  1.0859353121896655E+01 a       355     0    12     1    25
  5.0434842192163094E+00 a       356     0    12     1    26
  5.1166335577237572E+00 a       357     0    12     1    27
 -1.0993123913909257E+00 a       358     0    12     1    28
 -9.8029288206403242E-01 a       359     0    12     1    29
 -6.2739109476652395E+00 a       360     0    12     1    30
  3.6389259860263707E+00 a       361     0    13     1     1
 -2.7944752491707492E-01 a       362     0    13     1     2
  1.0011700885099082E+00 a       363     0    13     1     3
 -1.5399976677853082E+00 a       364     0    13     1     4
  4.2563314780435693E-02 a       365     0    13     1     5
 -2.6152464626209371E-01 a       366     0    13     1     6
  1.1571841846156590E+00 a       367     0    13     1     7
 -2.3381284131976616E+00 a       368     0    13     1     8
 -9.5698292486026304E-01 a       369     0    13     1     9
 -1.4515750553564211E+00 a       370     0    13     1    10
  4.5345675635721756E+00 a       371     0    13     1    11
 -2.8409231407758528E-01 a       372     0    13     1    12
 -1.3093464423186030E+00 a       373     0    13     1    13
  5.9816605470603523E-01 a       374     0    13     1    14
  5.6018811703458471E-01 a       375     0    13     1    15
 -3.4003447796264643E+00 a       376     0    13     1    16
 -1.3243327138726989E-02 a       377     0    13     1    17
 -7.6573498991100428E-02 a       378     0    13     1    18
 -3.8634225421308532E-01 a       379     0    13     1    19
 -5.1235090896977900E+00 a       380     0    13     1    20
 -1.8892576928787290E+00 a       381     0    13     1    21
  4.0403299482442512E-01 a       382     0    13     1    22
 -1.4166761772607528E+00 a       383     0    13     1    23
 -9.5457286905052230E-01 a       384     0    13     1    24
  1.9183502945459074E+00 a       385     0    13     1    25
  6.9189128376578113E-01 a       386     0    13     1    26
  4.0574563410067926E-01 a       387     0    13     1    27
 -5.7220879210445319E-01 a       388     0    13     1    28
 -4.3557591454182876E-01 a       389     0    13     1    29
 -1.0884899574182392E+00 a       390     0    13     1    30
  2.1685159583365132E-01 a       391     0    14     1     1
  1.2104069466171941E-01 a       392     0    14     1     2
  8.4468072177904668E-02 a       393     0    14     1     3
 -1.1587269021278566E-01 a       394     0    14     1     4
 -1.2630409970063539E-01 a       395     0    14     1     5
  4.1478384124956622E-02 a       396     0    14     1     6
  1.1406259823443909E-01 a       397     0    14     1     7
 -1.7641319522082094E-01 a       398     0    14     1     8
 -7.0957514452428525E-02 a       399     0    14     1     9
  5.3458075784782004E-02 a       400     0    14     1    10
  3.5291169214831625E-01 a       401     0    14     1    11
  3.4152712431801649E-03 a       402     0    14     1    12
 -4.7500279811220396E-02 a       403     0    14     1    13
 -6.5929514859019711E-03 a       404     0    14     1    14
 -1.8017278995132679E-02 a       405     0    14     1    15
 -1.0491048810751800E-01 a       406     0    14     1    16
  3.4180486416476849E-02 a       407     0    14     1    17
  1.9124201944364181E-02 a       408     0    14     1    18
 -1.5439833306193160E-01 a       409     0    14     1    19
 -3.8376887061251685E-01 a       410     0    14     1    20
 -6.4077234130944835E-02 a       411     0    14     1    21
 -6.9635329003446350E-02 a       412     0    14     1    22
 -1.0925040898226177E-01 a       413     0    14     1    23
 -4.7732505738404513E-02 a       414     0    14     1    24
  3.4505184082230765E-02 a       415     0    14     1    25
  1.7433226093757379E-01 a       416     0    14     1    26
 -6.4253887071535499E-03 a       417     0    14     1    27
 -1.2486209306497971E-01 a       418     0    14     1    28
  6.5510497447484869E-02 a       419     0    14     1    29
 -7.5189681691280208E-02 a       420     0    14     1    30
 -5.3593916194012312E+00 a       421     0    15     1     1
 -2.4356942871746576E+00 a       422     0    15     1     2
 -6.7888563083407533E+01 a       423     0    15     1     3
 -6.4364961846228992E+00 a       424     0    15     1     4
 -1.6647171519297249E+01 a       425     0    15     1     5
  3.5614340625046687E+01 a       426     0    15     1     6
 -6.0908733054947186E+00 a       427     0    15     1     7
  1.0952217553903433E+01 a       428     0    15     1     8
 -9.0873099755416348E+01 a       429     0    15     1     9
  8.2295849515955890E+00 a       430     0    15     1    10
  1.3412970894311153E+01 a       431     0    15     1    11
  1.0269574241261401E+01 a       432     0    15     1    12
 -5.9898144643676039E+00 a       433     0    15     1    13
 -5.1634576053993747E+01 a       434     0    15     1    14
  1.1926815058427893E+01 a       435     0    15     1    15
 -4.2441435721007409E+01 a       436     0    15     1    16
 -2.2837858688583335E+01 a       437     0    15     1    17
 -2.4851650805185031E+01 a       438     0    15     1    18
 -1.2641886456237383E+01 a       439     0    15     1    19
 -2.1101493639680101E+01 a       440     0    15     1    20
 -4.4525429345272670E+01 a       441     0    15     1    21
 -5.5167173477063267E+00 a       442     0    15     1    22
 -2.2053904551030129E+01 a       443     0    15     1    23
  1.0278343233618100E+01 a       444     0    15     1    24
 -9.8624289158185174E+00 a       445     0    15     1    25
 -3.2239581931261355E+01 a       446     0    15     1    26
 -1.0969177503341172E+01 a       447     0    15     1    27
 -1.0826954113837758E+01 a       448     0    15     1    28
 -1.5062377364355495E+01 a       449     0    15     1    29
  2.4750405614906501E+01 a       450     0    15     1    30
  3.3464859104516471E+01 a       451     0    16     1     1
  2.7752724899082870E+00 a       452     0    16     1     2
 -3.7418205212458709E+01 a       453     0    16     1     3
  1.5586486838923555E+01 a       454     0    16     1     4
  3.8895697254478940E+00 a       455     0    16     1     5
  1.3887263537717446E+01 a       456     0    16     1     6
  1.5131209741241396E+01 a       457     0    16     1     7
  1.2741908182423787E+01 a       458     0    16     1     8
  1.1228943819845277E+01 a       459     0    16     1     9
  4.3390033712533986E+00 a       460     0    16     1    10
 -2.0576547776387613E+01 a       461     0    16     1    11
 -9.3962524384177613E+00 a       462     0    16     1    12
 -3.1297455469470432E+01 a       463     0    16     1    13
  3.1134472223003105E+01 a       464     0    16     1    14
 -3.8159014935724869E+01 a       465     0    16     1    15
 -2.9247204061110685E+00 a       466     0    16     1    16
  1.5329720521622059E+01 a       467     0    16     1    17
  5.2167310643228824E+01 a       468     0    16     1    18
  8.0252610178955344E+00 a       469     0    16     1    19
  3.0399659075545635E+01 a       470     0    16     1    20
  3.9247853497447828E+01 a       471     0    16     1    21
 -3.0100310062231699E+01 a       472     0    16     1    22
 -2.1501113060205719E+00 a       473     0    16     1    23
 -2.2952016377915871E+01 a       474     0    16     1    24
  2.5199291092741287E+01 a       475     0    16     1    25
 -2.0057348281628125E+00 a       476     0    16     1    26
 -4.5818111087530426E+01 a       477     0    16     1    27
  9.8135576590582108E-01 a       478     0    16     1    28
  7.5724213052112797E+00 a       479     0    16     1    29
  1.7231432770664810E+01 a       480     0    16     1    30
  5.0084800340203079E+00 a       481     0    17     1     1
 -4.7067041317795892E+00 a       482     0    17     1     2
 -2.7436094571684947E+01 a       483     0    17     1     3
 -1.3157846759128722E+01 a       484     0    17     1     4
  3.4062697170225187E+00 a       485     0    17     1     5
  2.1201640444694005E+00 a       486     0    17     1     6
 -1.7292862193420742E+01 a       487     0    17     1     7
 -2.0072950365099295E+01 a       488     0    17     1     8
  2.0902643099512055E+01 a       489     0    17     1     9
 -1.2118866892732951E+00 a       490     0    17     1    10
 -1.4359713865047626E+01 a       491     0    17     1    11
 -1.5058836662999619E+01 a       492     0    17     1    12
  5.8881382838730207E+00 a       493     0    17     1    13
 -9.2915501074101825E-01 a       494     0    17     1    14
 -1.0429228919585814E+01 a       495     0    17     1    15
  1.0447760116840602E+01 a       496     0    17     1    16
  1.6743921287144257E+01 a       497     0    17     1    17
  1.7312343262407680E+01 a       498     0    17     1    18
  1.0673481842429307E+01 a       499     0    17     1    19
 -1.8944746814661815E+00 a       500     0    17     1    20
  2.7262571496210885E+01 a       501     0    17     1    21
  2.4025988405913914E+01 a       502     0    17     1    22
  2.9523423578739717E+01 a       503     0    17     1    23
  5.9725778397023959E+00 a       504     0    17     1    24
 -3.5890585535572335E+00 a       505     0    17     1    25
  6.1464827009367102E+00 a       506     0    17     1    26
 -1.0421223283858192E+01 a       507     0    17     1    27
  1.8749186455396753E+01 a       508     0    17     1    28
 -9.4027105888138980E+00 a       509     0    17     1    29
  1.6476773336404417E+01 a       510     0    17     1    30
  1.1976410497139046E+01 a       511     0    18     1     1
  1.4136611576191713E+01 a       512     0    18     1     2
  1.4449474682875250E+01 a       513     0    18     1     3
  1.0037583848739116E+01 a       514     0    18     1     4
  1.6358204385164001E+01 a       515     0    18     1     5
  1.2632136206962844E+01 a       516     0    18     1     6
  3.8521589745349516E+01 a       517     0    18     1     7
 -1.8395576409843073E+01 a       518     0    18     1     8
  2.4377744928459432E+01 a       519     0    18     1     9
  6.0640654941763970E+00 a       520     0    18     1    10
 -1.0423489201672799E+01 a       521     0    18     1    11
  3.6354640360533383E+00 a       522     0    18     1    12
  9.8779549990120596E+00 a       523     0    18     1    13
 -2.7255283502781044E+01 a       524     0    18     1    14
  2.3788137517024475E+00 a       525     0    18     1    15
  2.6337823999088059E+01 a       526     0    18     1    16
 -2.3211739153607375E+01 a       527     0    18     1    17
  4.1187626471076747E+01 a       528     0    18     1    18
  2.2952092834817939E+00 a       529     0    18     1    19
  6.1257039735172114E-01 a       530     0    18     1    20
