################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.4069005600531163E+01 a        76     0     3     1    16
 -2.8466779288022991E+01 a        77     0     3     1    17
  6.9593537324906540E-01 a        78     0     3     1    18
 -1.4814819989906873E+01 a        79     0     3     1    19
 -1.2321625598130906E+01 a        80     0     3     1    20
 -2.2211988329572364E+01 a        81     0     3     1    21
 -1.3692965518662673E+01 a        82     0     3     1    22
 -1.7178161666775015E+01 a        83     0     3     1    23
  3.3668879927887382E+01 a        84     0     3     1    24
 -1.7393537104394625E+01 a        85     0     3     1    25
  6.4129124333385557E+00 a        86     0     3     1    26
  3.3317181811467944E+00 a        87     0     3     1    27
 -1.6552960779548873E+00 a        88     0     3     1    28
  8.6498627684322447E+00 a        89     0     3     1    29
 -7.3636687287608860E-01 a        90     0     3     1    30
  1.2781746510186540E+01 a        91     0     4     1     1
  2.9676928009844758E+01 a        92     0     4     1     2
  1.6792891945667376E+00 a        93     0     4     1     3
  6.5205666201755406E+01 a        94     0     4     1     4
 -2.9408846863373483E+01 a        95     0     4     1     5
  2.5963116878777210E+01 a        96     0     4     1     6
 -4.0518188278371618E+01 a        97     0     4     1     7
  3.8440696927575990E+00 a        98     0     4     1     8
 -7.4437784743178028E+00 a        99     0     4     1     9
 -6.3724642989628265E+01 a       100     0     4     1    10
 -3.1273268314215894E+00 a       101     0     4     1    11
 -4.2779404851112133E+01 a       102     0     4     1    12
 -3.1439254700937020E+00 a       103     0     4     1    13
  2.1471927493595327E+01 a       104     0     4     1    14
  3.1757725692949919E+01 a       105     0     4     1    15
  5.3211817405917479E+01 a       106     0     4     1    16
 -1.6548544405858197E+00 a       107     0     4     1    17
 -1.5359697438520801E+01 a       108     0     4     1    18
  1.4604322283908154E+01 a       109     0     4     1    19
  2.4791578373038679E+01 a       110     0     4     1    20
  8.1681729156888844E-02 a       111     0     4     1    21
  1.2734925424238268E+00 a       112     0     4     1    22
  3.4818278457887303E+01 a       113     0     4     1    23
 -1.9036132243108295E+01 a       114     0     4     1    24
 -1.3279991624130618E+00 a       115     0     4     1    25
 -4.1173893003138510E+01 a       116     0     4     1    26
 -1.5211758329349745E+01 a       117     0     4     1    27
  6.3025862644831427E+00 a       118     0     4     1    28
  1.0964406820875179E+00 a       119     0     4     1    29
  3.9192141682522075E+00 a       120     0     4     1    30
  1.9082491872005664E-01 a       121     0     5     1     1
  1.1685254173655151E+01 a       122     0     5     1     2
 -9.2318114591731379E-02 a       123     0     5     1     3
  1.3264957576132073E+01 a       124     0     5     1     4
  1.2757041820300610E-01 a       125     0     5     1     5
  9.4602730602625158E+00 a       126     0     5     1     6
 -8.4508857216494135E+00 a       127     0     5     1     7
  1.2144673328199460E+01 a       128     0     5     1     8
  5.0884314995796653E-01 a       129     0     5     1     9
 -1.2924104332814096E-01 a       130     0     5     1    10
 -2.3788008231690068E+00 a       131     0     5     1    11
 -3.4956811211736727E+00 a       132     0     5     1    12
 -3.2581303432936610E+00 a       133     0     5     1    13
 -9.7885318069926730E-01 a       134     0     5     1    14
 -1.7315404274007573E+00 a       135     0     5     1    15
 -7.8380600787394550E-01 a       136     0     5     1    16
  1.0818069772759114E+00 a       137     0     5     1    17
 -4.9565448585595169E+00 a       138     0     5     1    18
 -5.3582593733405313E+00 a       139     0     5     1    19
  9.8539696894138178E+00 a       140     0     5     1    20
 -8.8132980360524760E-01 a       141     0     5     1    21
  1.7900847101154682E+00 a       142     0     5     1    22
  5.4897699213548785E+00 a       143     0     5     1    23
 -7.7011738268886702E+00 a       144     0     5     1    24
  2.5972870537833930E+00 a       145     0     5     1    25
 -1.7612089498311632E+00 a       146     0     5     1    26
 -8.9852353319902392E+00 a       147     0     5     1    27
  8.9610756682557540E+00 a       148     0     5     1    28
  1.8069963963499545E+00 a       149     0     5     1    29
 -1.0686444677698548E+00 a       150     0     5     1    30
 -5.7170415488042323E+00 a       151     0     6     1     1
 -6.6491428732017495E+00 a       152     0     6     1     2
  8.7871578279488816E+00 a       153     0     6     1     3
 -1.5157633528419424E+01 a       154     0     6     1     4
  2.7816750317877055E+01 a       155     0     6     1     5
  4.9367904368153681E+00 a       156     0     6     1     6
  5.4569028446289125E-01 a       157     0     6     1     7
  1.0379711054076857E+01 a       158     0     6     1     8
  8.4700670740196706E+00 a       159     0     6     1     9
  3.6933051416171154E+00 a       160     0     6     1    10
 -4.5486092488704516E-01 a       161     0     6     1    11
  1.4706860522571509E+01 a       162     0     6     1    12
  4.8890233641638392E-01 a       163     0     6     1    13
 -7.3656737975246598E+00 a       164     0     6     1    14
 -1.3318145560196120E+01 a       165     0     6     1    15
 -1.3315725003249785E+01 a       166     0     6     1    16
  1.4059621452366459E+01 a       167     0     6     1    17
  2.5573251350213728E+00 a       168     0     6     1    18
 -1.1281344691074029E+01 a       169     0     6     1    19
 -3.5137898647760318E-01 a       170     0     6     1    20
  2.6519433911020402E+00 a       171     0     6     1    21
  1.1506008663059228E+01 a       172     0     6     1    22
 -1.1585718930076309E+01 a       173     0     6     1    23
 -3.5554328036354166E+00 a       174     0     6     1    24
  7.6573900993527531E+00 a       175     0     6     1    25
  2.2593487368013019E+01 a       176     0     6     1    26
  1.0925255206359886E+01 a       177     0     6     1    27
  4.4784399681939533E+00 a       178     0     6     1    28
  1.5885668320529494E+00 a       179     0     6     1    29
 -7.1777560835734944E-01 a       180     0     6     1    30
 -8.1920207971014030E+00 a       181     0     7     1     1
  8.6884431919802925E+00 a       182     0     7     1     2
  3.7296127349232568E+00 a       183     0     7     1     3
  1.0259520821730352E+01 a       184     0     7     1     4
  1.2633433483450647E+01 a       185     0     7     1     5
  1.9336192509924363E+01 a       186     0     7     1     6
 -1.0399859248263517E+00 a       187     0     7     1     7
  1.7480750191897766E+01 a       188     0     7     1     8
  1.1036499504496804E+01 a       189     0     7     1     9
 -8.6182873949004311E+00 a       190     0     7     1    10
  4.1296368290666718E+00 a       191     0     7     1    11
 -1.9896878895210874E+00 a       192     0     7     1    12
 -2.9007508347085071E+00 a       193     0     7     1    13
 -3.7203874565442780E+00 a       194     0     7     1    14
 -1.3210892337425570E+01 a       195     0     7     1    15
 -2.0423833099772465E-01 a       196     0     7     1    16
  1.1847085087589939E+01 a       197     0     7     1    17
 -3.0835048290936347E+00 a       198     0     7     1    18
 -8.7717056676453247E+00 a       199     0     7     1    19
  6.9487517417305602E+00 a       200     0     7     1    20
  7.5158415803347278E+00 a       201     0     7     1    21
  4.8121285874874342E+00 a       202     0     7     1    22
  1.7980232104307550E+00 a       203     0     7     1    23
 -1.4267487378024596E+01 a       204     0     7     1    24
  1.0073031213347384E+01 a       205     0     7     1    25
  7.2531739151218115E+00 a       206     0     7     1    26
 -8.3749299709490288E-01 a       207     0     7     1    27
  6.8903858368521025E+00 a       208     0     7     1    28
 -5.8059840437830068E-01 a       209     0     7     1    29
 -4.0833562917102935E+00 a       210     0     7     1    30
 -3.7984173557390288E-01 a       211     0     8     1     1
  1.2547355526538235E+00 a       212     0     8     1     2
 -1.8270491035958152E+00 a       213     0     8     1     3
  5.3549417351639528E-01 a       214     0     8     1     4
 -3.1516973532095065E+00 a       215     0     8     1     5
 -2.3314624697412867E-01 a       216     0     8     1     6
  2.9279910260016693E+00 a       217     0     8     1     7
 -6.8592479911402815E-01 a       218     0     8     1     8
 -4.6913627108562073E-01 a       219     0     8     1     9
  1.7573778683804608E+00 a       220     0     8     1    10
  1.2943472155274169E+00 a       221     0     8     1    11
 -1.0393382038427514E+00 a       222     0     8     1    12
 -2.6324472900969942E-01 a       223     0     8     1    13
 -2.6305023312317427E-01 a       224     0     8     1    14
 -8.4272643787894586E-01 a       225     0     8     1    15
 -3.6992249084239959E-01 a       226     0     8     1    16
 -8.6242179875178859E-01 a       227     0     8     1    17
  4.5902033672724196E-01 a       228     0     8     1    18
  7.6468763241027815E-01 a       229     0     8     1    19
 -7.8709079385840852E-01 a       230     0     8     1    20
 -1.2134862676935079E-01 a       231     0     8     1    21
 -2.1962592574346402E+00 a       232     0     8     1    22
  7.7639948139641501E-01 a       233     0     8     1    23
 -3.5767635206925846E-01 a       234     0     8     1    24
 -3.4426827875744148E-01 a       235     0     8     1    25
 -1.5224162683577764E+00 a       236     0     8     1    26
 -1.4794421464492156E+00 a       237     0     8     1    27
 -7.5142931592561557E-01 a       238     0     8     1    28
 -5.5984725172486566E-02 a       239     0     8     1    29
 -4.5960075544303869E-01 a       240     0     8     1    30
 -7.9312040405565218E+00 a       241     0     9     1     1
  5.7401833931063733E+00 a       242     0     9     1     2
 -1.3814619431704231E+00 a       243     0     9     1     3
  2.1563804769574699E+00 a       244     0     9     1     4
  5.1410082961327799E+00 a       245     0     9     1     5
  1.3106987493071994E+01 a       246     0     9     1     6
  1.3481907315103941E+01 a       247     0     9     1     7
  1.3402418821385639E+01 a       248     0     9     1     8
  7.3815949205321783E+00 a       249     0     9     1     9
  5.5211748348852536E+00 a       250     0     9     1    10
  8.0237635096314825E+00 a       251     0     9     1    11
  1.3921731506606518E+00 a       252     0     9     1    12
 -1.5024280285718163E+00 a       253     0     9     1    13
 -7.3496387972121715E+00 a       254     0     9     1    14
 -1.8297107057718463E+01 a       255     0     9     1    15
 -8.7952789005641243E+00 a       256     0     9     1    16
  6.3823999017160054E+00 a       257     0     9     1    17
  1.3663049990268603E+00 a       258     0     9     1    18
 -3.6892837458295582E+00 a       259     0     9     1    19
  1.6885015420012039E-01 a       260     0     9     1    20
  7.2729656745676792E+00 a       261     0     9     1    21
 -2.4162606329423708E-01 a       262     0     9     1    22
 -2.5538741687731989E+00 a       263     0     9     1    23
 -1.0784548542627524E+01 a       264     0     9     1    24
  7.7918556173456777E+00 a       265     0     9     1    25
  8.5331620826484009E+00 a       266     0     9     1    26
 -2.0815469316250188E+00 a       267     0     9     1    27
  4.1112518333307255E+00 a       268     0     9     1    28
 -2.4535190914052274E+00 a       269     0     9     1    29
 -2.5069453716836070E+00 a       270     0     9     1    30
 -1.6005864840554145E+00 a       271     0    10     1     1
  7.3415350718912964E-01 a       272     0    10     1     2
 -1.0756453579893523E+00 a       273     0    10     1     3
  5.3083227779026076E-01 a       274     0    10     1     4
 -4.9469711405064903E-01 a       275     0    10     1     5
  1.3953671926175470E+00 a       276     0    10     1     6
  3.1362095398536307E+00 a       277     0    10     1     7
  1.9513374823318601E+00 a       278     0    10     1     8
  1.3564431111106798E+00 a       279     0    10     1     9
  1.2297306426543577E+00 a       280     0    10     1    10
  1.4658528237431010E+00 a       281     0    10     1    11
 -3.3507676873678571E-01 a       282     0    10     1    12
 -2.4257232506907318E-02 a       283     0    10     1    13
 -1.1235720720922027E+00 a       284     0    10     1    14
 -3.1988159603111526E+00 a       285     0    10     1    15
 -1.3182704823581650E+00 a       286     0    10     1    16
 -3.2989313171394019E-01 a       287     0    10     1    17
  3.1888508854359920E-01 a       288     0    10     1    18
  4.1344606940904705E-01 a       289     0    10     1    19
 -4.6810164077595845E-01 a       290     0    10     1    20
  1.7287317103731525E+00 a       291     0    10     1    21
 -9.2922478066909775E-01 a       292     0    10     1    22
 -2.1721473062850424E-01 a       293     0    10     1    23
 -1.1086459154152126E+00 a       294     0    10     1    24
  9.4509222673879867E-01 a       295     0    10     1    25
  1.9817454998856335E-01 a       296     0    10     1    26
 -1.1381658496145244E+00 a       297     0    10     1    27
 -1.8846702117670089E-01 a       298     0    10     1    28
 -1.0806052151247114E+00 a       299     0    10     1    29
 -3.6821383285930792E-01 a       300     0    10     1    30
 -2.6296334999994318E+01 a       301     0    11     1     1
 -1.6324314662597050E+00 a       302     0    11     1     2
 -2.4383104193324495E+01 a       303     0    11     1     3
  2.8201547971599446E+01 a       304     0    11     1     4
 -3.3980575397443419E-01 a       305     0    11     1     5
 -3.8908684130598004E+00 a       306     0    11     1     6
 -3.0677584953631385E+01 a       307     0    11     1     7
 -1.5447862472450938E+01 a       308     0    11     1     8
  1.1844072492686095E+01 a       309     0    11     1     9
 -4.1805363126973901E+01 a       310     0    11     1    10
 -3.2037323080785618E+00 a       311     0    11     1    11
 -1.9602321560542141E+01 a       312     0    11     1    12
  5.8599432829335045E+00 a       313     0    11     1    13
  2.5950127955140477E+01 a       314     0    11     1    14
 -1.6138169230911995E+01 a       315     0    11     1    15
  1.2378083227960701E+01 a       316     0    11     1    16
 -3.9183476147007683E+00 a       317     0    11     1    17
  2.6141400872395305E+01 a       318     0    11     1    18
  1.8673569091160857E+01 a       319     0    11     1    19
 -3.7965525712330582E+01 a       320     0    11     1    20
 -1.1809652285088543E+01 a       321     0    11     1    21
  5.5525992479385042E+00 a       322     0    11     1    22
  6.5715950473837781E+00 a       323     0    11     1    23
 -5.3486191983851690E+00 a       324     0    11     1    24
 -1.1410235428049543E+01 a       325     0    11     1    25
  7.5289095475569576E+00 a       326     0    11     1    26
  1.7186465517184423E+01 a       327     0    11     1    27
 -1.8872148274252556E+01 a       328     0    11     1    28
  3.8440407539543160E+00 a       329     0    11     1    29
  1.0510171991255771E+01 a       330     0    11     1    30
 -4.6860757523475307E+00 a       331     0    12     1     1
 -7.0758773139201923E+00 a       332     0    12     1     2
  1.7856556238343174E+01 a       333     0    12     1     3
 -8.3031354226362346E+00 a       334     0    12     1     4
 -1.0417337406759565E+01 a       335     0    12     1     5
 -2.4330963192930618E+01 a       336     0    12     1     6
  2.8230953568732694E+01 a       337     0    12     1     7
 -2.6631554340800207E+01 a       338     0    12     1     8
 -1.5232371432038068E+01 a       339     0    12     1     9
  1.6821444567512085E+01 a       340     0    12     1    10
 -2.9442529521524556E+00 a       341     0    12     1    11
  3.0295572280363089E+01 a       342     0    12     1    12
  8.2137521048326079E+00 a       343     0    12     1    13
 -8.2397023447956865E+00 a       344     0    12     1    14
 -1.1333125449340676E+01 a       345     0    12     1    15
  2.5173170892354104E+00 a       346     0    12     1    16
  6.1168453728695216E+00 a       347     0    12     1    17
  1.0953144258313751E+01 a       348     0    12     1    18
  1.9929035288703354E+01 a       349     0    12     1    19
 -1.8835612341786701E+00 a       350     0    12     1    20
  3.6466933047092596E+00 a       351     0    12     1    21
 -8.3686997945321604E+00 a       352     0    12     1    22
  1.5572199718895469E+01 a       353     0    12     1    23
  1.2354170013885753E+01 a       354     0    12     1    24
 -2.3178014006529239E+01 a       355     0    12     1    25
  1.3851493205645943E+01 a       356     0    12     1    26
 -3.8669429425793154E+00 a       357     0    12     1    27
  7.9173005890252917E+00 a       358     0    12     1    28
  2.9832739872460085E-01 a       359     0    12     1    29
  1.7092852519264412E+01 a       360     0    12     1    30
 -3.7543692081118549E+00 a       361     0    13     1     1
 -3.1463694766469428E+00 a       362     0    13     1     2
  9.3764340299431854E+00 a       363     0    13     1     3
  3.0279747589323223E+00 a       364     0    13     1     4
  1.1730440742215091E+01 a       365     0    13     1     5
 -2.1247783284446339E+01 a       366     0    13     1     6
 -4.6471797969162285E+00 a       367     0    13     1     7
  2.3500009548442216E+00 a       368     0    13     1     8
 -1.4732285424343880E+01 a       369     0    13     1     9
 -1.3569291226852604E+00 a       370     0    13     1    10
  4.8275821084436199E+00 a       371     0    13     1    11
  1.4747023686404447E+01 a       372     0    13     1    12
  8.9388023562596097E-01 a       373     0    13     1    13
  9.6277058936447695E+00 a       374     0    13     1    14
 -2.9638068669107684E+00 a       375     0    13     1    15
  5.3902465474752175E+00 a       376     0    13     1    16
  8.2382524268987147E+00 a       377     0    13     1    17
  1.2995686943770182E+00 a       378     0    13     1    18
 -4.5916276184269860E+00 a       379     0    13     1    19
  2.0669906756923876E+01 a       380     0    13     1    20
  1.0750481799881891E+01 a       381     0    13     1    21
  2.6350824317213966E+00 a       382     0    13     1    22
 -1.9811079258467152E+00 a       383     0    13     1    23
 -2.2761826262444811E+00 a       384     0    13     1    24
 -1.2474935324501105E+01 a       385     0    13     1    25
 -5.1864456737242399E+00 a       386     0    13     1    26
 -3.1675560660129875E+01 a       387     0    13     1    27
  1.8459281309175353E+00 a       388     0    13     1    28
 -1.7316626007473268E+01 a       389     0    13     1    29
 -1.5148617386965654E+01 a       390     0    13     1    30
 -3.1749205792744912E+00 a       391     0    14     1     1
 -8.3480410598123687E+00 a       392     0    14     1     2
  8.5591946012903577E+00 a       393     0    14     1     3
  4.4213413037106264E+00 a       394     0    14     1     4
  2.8454582513906807E+01 a       395     0    14     1     5
  1.4916849742352657E+01 a       396     0    14     1     6
 -5.3782748389257780E+00 a       397     0    14     1     7
  1.2931589682021691E+01 a       398     0    14     1     8
  2.2818222110331927E+01 a       399     0    14     1     9
 -1.1243336845444293E+01 a       400     0    14     1    10
 -2.3676057654819079E+01 a       401     0    14     1    11
 -1.7636261533714335E+00 a       402     0    14     1    12
 -1.2075625121630125E+01 a       403     0    14     1    13
 -4.3692795343565027E-01 a       404     0    14     1    14
 -8.6795957170656948E+00 a       405     0    14     1    15
  2.0129162954167853E+01 a       406     0    14     1    16
  5.7892144893443378E+00 a       407     0    14     1    17
  3.7284610316604514E+00 a       408     0    14     1    18
 -7.7105852544067544E+00 a       409     0    14     1    19
  3.8795703257287601E+00 a       410     0    14     1    20
  3.5308587397647093E+00 a       411     0    14     1    21
 -7.9010921459015169E+00 a       412     0    14     1    22
  9.9312318330772484E+00 a       413     0    14     1    23
 -2.1039338314147923E+01 a       414     0    14     1    24
  1.0702291998623133E+01 a       415     0    14     1    25
 -1.9815135541407269E+01 a       416     0    14     1    26
 -1.0831020402770171E+00 a       417     0    14     1    27
  1.8687123825368004E+00 a       418     0    14     1    28
  1.5607897656741949E+01 a       419     0    14     1    29
  1.8249837493426886E+00 a       420     0    14     1    30
  3.2564432437194326E+00 a       421     0    15     1     1
 -2.9912616697590360E+00 a       422     0    15     1     2
 -4.3185622599906122E+00 a       423     0    15     1     3
  3.9811552028976847E+00 a       424     0    15     1     4
 -9.0071484567226552E+00 a       425     0    15     1     5
  1.2381717098015219E+00 a       426     0    15     1     6
 -4.7594774219735489E+00 a       427     0    15     1     7
 -2.5540914377515187E+00 a       428     0    15     1     8
 -7.1478303556686418E-01 a       429     0    15     1     9
  5.2379607943422020E+00 a       430     0    15     1    10
 -2.2798051090214035E+00 a       431     0    15     1    11
  1.3435258617877106E+00 a       432     0    15     1    12
  1.0664232403052305E+00 a       433     0    15     1    13
  7.1956477654252060E+00 a       434     0    15     1    14
  4.3280152079523466E+00 a       435     0    15     1    15
  4.7039180045207418E+00 a       436     0    15     1    16
  6.8271879919711393E+00 a       437     0    15     1    17
  1.3182373169528339E+00 a       438     0    15     1    18
 -1.4686496716912807E+00 a       439     0    15     1    19
 -9.6782381257750707E+00 a       440     0    15     1    20
 -2.1877005033183412E+00 a       441     0    15     1    21
 -1.7172736531036772E+01 a       442     0    15     1    22
 -3.1373120030662567E+00 a       443     0    15     1    23
  3.3206826841554191E+00 a       444     0    15     1    24
 -3.7012397454292691E+00 a       445     0    15     1    25
 -1.8302135668719939E+00 a       446     0    15     1    26
 -1.9027883696663086E+01 a       447     0    15     1    27
  9.5435414333287056E+00 a       448     0    15     1    28
 -2.3004472669056469E+01 a       449     0    15     1    29
  1.1260150683027176E+01 a       450     0    15     1    30
  1.8186587621881896E+00 a       451     0    16     1     1
  5.9792929147020502E+00 a       452     0    16     1     2
 -8.0181517197982703E+00 a       453     0    16     1     3
  1.9014963084050556E+00 a       454     0    16     1     4
 -1.6291729345907214E+01 a       455     0    16     1     5
 -5.8951957159243629E-01 a       456     0    16     1     6
  5.0448525167542846E-01 a       457     0    16     1     7
  3.4310606402901436E+00 a       458     0    16     1     8
  8.1252742700856118E-01 a       459     0    16     1     9
  2.0142176500061893E+01 a       460     0    16     1    10
  1.6550145294360096E+01 a       461     0    16     1    11
 -1.1324459291376877E+01 a       462     0    16     1    12
  3.6369861294180437E+00 a       463     0    16     1    13
 -6.4081896167626899E+00 a       464     0    16     1    14
  1.0882671945851714E+01 a       465     0    16     1    15
 -5.5551838743852890E+00 a       466     0    16     1    16
 -5.5502041048314767E+00 a       467     0    16     1    17
 -2.2085862150357077E+01 a       468     0    16     1    18
 -2.0355967521059924E+01 a       469     0    16     1    19
  1.0142229746990264E+01 a       470     0    16     1    20
 -1.3773622647990473E+01 a       471     0    16     1    21
 -5.2877617064183919E+00 a       472     0    16     1    22
  3.1957822616601792E+00 a       473     0    16     1    23
  2.2486866066782397E-02 a       474     0    16     1    24
  2.5930782766141602E+00 a       475     0    16     1    25
 -4.2822128993627162E+00 a       476     0    16     1    26
  1.1538805528978763E+01 a       477     0    16     1    27
  7.2001862650360362E+00 a       478     0    16     1    28
 -5.6648667917195912E+00 a       479     0    16     1    29
 -1.0836226736272724E+01 a       480     0    16     1    30
  2.7617268040356020E+01 a       481     0    17     1     1
 -1.0192579749813584E+01 a       482     0    17     1     2
  1.6695678870805931E+01 a       483     0    17     1     3
 -4.7133203971453646E+01 a       484     0    17     1     4
  6.1328645845267493E+00 a       485     0    17     1     5
  1.2994608159686599E+01 a       486     0    17     1     6
  2.7279974772827405E+01 a       487     0    17     1     7
  3.1254816017149242E+01 a       488     0    17     1     8
  9.4832153256319440E+00 a       489     0    17     1     9
  4.3842345579957303E+01 a       490     0    17     1    10
 -1.8902256902382031E+00 a       491     0    17     1    11
  5.6703651569138147E+00 a       492     0    17     1    12
 -8.5361023331157710E+00 a       493     0    17     1    13
 -3.7435873253218006E+01 a       494     0    17     1    14
  1.5003360729217531E+01 a       495     0    17     1    15
 -5.1749132575586110E-01 a       496     0    17     1    16
 -1.1392605737769303E+01 a       497     0    17     1    17
 -3.0348924113236855E+01 a       498     0    17     1    18
 -2.0392881654024013E+01 a       499     0    17     1    19
  5.8663422749461532E+01 a       500     0    17     1    20
  2.3422405630744922E+01 a       501     0    17     1    21
 -1.0934512174381769E+01 a       502     0    17     1    22
  2.4833350334797242E+00 a       503     0    17     1    23
 -1.1505233485719304E+00 a       504     0    17     1    24
  3.4937335307604364E+01 a       505     0    17     1    25
 -1.6881117947822105E+01 a       506     0    17     1    26
 -4.5644626964109269E+00 a       507     0    17     1    27
  2.5907492364477772E+01 a       508     0    17     1    28
 -8.3338590922281020E-01 a       509     0    17     1    29
 -1.4985522479296502E+00 a       510     0    17     1    30
  1.5354213732788113E+01 a       511     0    18     1     1
  1.4202075479200976E+01 a       512     0    18     1     2
 -3.3897896724550352E+00 a       513     0    18     1     3
 -5.7729562872294640E+00 a       514     0    18     1     4
 -1.0565059536780330E+01 a       515     0    18     1     5
  1.8861032493946883E+01 a       516     0    18     1     6
 -8.3699673086696507E+00 a       517     0    18     1     7
  2.5490419251596411E+01 a       518     0    18     1     8
 -1.6639415443139168E+01 a       519     0    18     1     9
  1.0612946279934843E-02 a       520     0    18     1    10
  3.3900086214331154E+01 a       521     0    18     1    11
 -1.5045132097735978E+01 a       522     0    18     1    12
 -1.6960784173977224E+01 a       523     0    18     1    13
 -9.2925283392199809E+00 a       524     0    18     1    14
  3.4029174929010757E+01 a       525     0    18     1    15
 -1.0425149158116478E+00 a       526     0    18     1    16
 -9.3929717211430912E+00 a       527     0    18     1    17
 -3.4236323795763880E+01 a       528     0    18     1    18
 -2.6868255924134026E+01 a       529     0    18     1    19
  1.1048866296678016E+01 a       530     0    18     1    20
